Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,City,State,Postal Code,Product ID,Category,Product Name,Sales,Quantity
CA-2014-114412,2014-04-16T00:00:00,2014-04-21T00:00:00,StandardClassShipment,AA-10480,Andrew Allen,Concord,North Carolina,28027,OFF-PA-10002365,OfficeSupplies,Xerox 1967,15.552,3
CA-2013-161389,2013-12-06T00:00:00,2013-12-11T00:00:00,StandardClassShipment,IM-15070,Irene Maddox,Seattle,Washington,98103,OFF-BI-10003656,OfficeSupplies,Fellowes PB200 Plastic Comb Binding Machine,407.976,3
US-2012-118983,2012-11-22T00:00:00,2012-11-26T00:00:00,StandardClassShipment,HP-14815,Harold Pawlan,Fort Worth,Texas,76106,OFF-AP-10002311,OfficeSupplies,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",68.81,5
US-2012-118983,2012-11-22T00:00:00,2012-11-26T00:00:00,StandardClassShipment,HP-14815,Harold Pawlan,Fort Worth,Texas,76106,OFF-BI-10000756,OfficeSupplies,Storex DuraTech Recycled Plastic Frosted Binders,2.544,3
CA-2011-105893,2011-11-11T00:00:00,2011-11-18T00:00:00,StandardClassShipment,PK-19075,Pete Kriz,Madison,Wisconsin,53711,OFF-ST-10004186,OfficeSupplies,"Stur-D-Stor Shelving, Vertical 5-Shelf: 72""H x 36""W x 18 1/2""D",665.88,6
CA-2011-167164,2011-05-13T00:00:00,2011-05-15T00:00:00,SecondClassShipment,AG-10270,Alejandro Grove,West Jordan,Utah,84084,OFF-ST-10000107,OfficeSupplies,Fellowes Super Stor/Drawer,55.5,2
CA-2011-143336,2011-08-27T00:00:00,2011-09-01T00:00:00,SecondClassShipment,ZD-21925,Zuschuss Donatelli,San Francisco,California,94109,OFF-AR-10003056,OfficeSupplies,Newell 341,8.56,2
CA-2011-143336,2011-08-27T00:00:00,2011-09-01T00:00:00,SecondClassShipment,ZD-21925,Zuschuss Donatelli,San Francisco,California,94109,TEC-PH-10001949,Technology,Cisco SPA 501G IP Phone,213.48,3
CA-2011-143336,2011-08-27T00:00:00,2011-09-01T00:00:00,SecondClassShipment,ZD-21925,Zuschuss Donatelli,San Francisco,California,94109,OFF-BI-10002215,OfficeSupplies,"Wilson Jones Hanging View Binder, White, 1""",22.72,4
CA-2013-137330,2013-12-10T00:00:00,2013-12-14T00:00:00,StandardClassShipment,KB-16585,Ken Black,Fremont,Nebraska,68025,OFF-AR-10000246,OfficeSupplies,Newell 318,19.46,7
CA-2013-137330,2013-12-10T00:00:00,2013-12-14T00:00:00,StandardClassShipment,KB-16585,Ken Black,Fremont,Nebraska,68025,OFF-AP-10001492,OfficeSupplies,"Acco Six-Outlet Power Strip, 4' Cord Length",60.34,7
US-2014-156909,2014-07-17T00:00:00,2014-07-19T00:00:00,SecondClassShipment,SF-20065,Sandra Flanagan,Philadelphia,Pennsylvania,19140,FUR-CH-10002774,Furniture,"Global Deluxe Stacking Chair, Gray",71.372,2
CA-2012-106320,2012-09-25T00:00:00,2012-09-30T00:00:00,StandardClassShipment,EB-13870,Emily Burns,Orem,Utah,84057,FUR-TA-10000577,Furniture,Bretford CR4500 Series Slim Rectangular Table,1044.63,3
CA-2013-121755,2013-01-16T00:00:00,2013-01-20T00:00:00,SecondClassShipment,EH-13945,Eric Hoffmann,Los Angeles,California,90049,OFF-BI-10001634,OfficeSupplies,Wilson Jones Active Use Binders,11.648,2
CA-2013-121755,2013-01-16T00:00:00,2013-01-20T00:00:00,SecondClassShipment,EH-13945,Eric Hoffmann,Los Angeles,California,90049,TEC-AC-10003027,Technology,Imation 8GB Mini TravelDrive USB 2.0 Flash Drive,90.57,3
US-2012-150630,2012-09-17T00:00:00,2012-09-21T00:00:00,StandardClassShipment,TB-21520,Tracy Blumstein,Philadelphia,Pennsylvania,19140,FUR-BO-10004834,Furniture,"Riverside Palais Royal Lawyers Bookcase, Royale Cherry Finish",3083.43,7
US-2012-150630,2012-09-17T00:00:00,2012-09-21T00:00:00,StandardClassShipment,TB-21520,Tracy Blumstein,Philadelphia,Pennsylvania,19140,OFF-BI-10000474,OfficeSupplies,Avery Recycled Flexi-View Covers for Binding Systems,9.618,2
US-2012-150630,2012-09-17T00:00:00,2012-09-21T00:00:00,StandardClassShipment,TB-21520,Tracy Blumstein,Philadelphia,Pennsylvania,19140,FUR-FU-10004848,Furniture,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",124.2,3
US-2012-150630,2012-09-17T00:00:00,2012-09-21T00:00:00,StandardClassShipment,TB-21520,Tracy Blumstein,Philadelphia,Pennsylvania,19140,OFF-EN-10001509,OfficeSupplies,Poly String Tie Envelopes,3.264,2
US-2012-150630,2012-09-17T00:00:00,2012-09-21T00:00:00,StandardClassShipment,TB-21520,Tracy Blumstein,Philadelphia,Pennsylvania,19140,OFF-AR-10004042,OfficeSupplies,"BOSTON Model 1800 Electric Pencil Sharpeners, Putty/Woodgrain",86.304,6
US-2012-150630,2012-09-17T00:00:00,2012-09-21T00:00:00,StandardClassShipment,TB-21520,Tracy Blumstein,Philadelphia,Pennsylvania,19140,OFF-BI-10001525,OfficeSupplies,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",6.858,6
US-2012-150630,2012-09-17T00:00:00,2012-09-21T00:00:00,StandardClassShipment,TB-21520,Tracy Blumstein,Philadelphia,Pennsylvania,19140,OFF-AR-10001683,OfficeSupplies,Lumber Crayons,15.76,2
CA-2014-107727,2014-10-20T00:00:00,2014-10-24T00:00:00,SecondClassShipment,MA-17560,Matt Abelman,Houston,Texas,77095,OFF-PA-10000249,OfficeSupplies,Staples,29.472,3
CA-2013-117590,2013-12-09T00:00:00,2013-12-11T00:00:00,FirstClassShipment,GH-14485,Gene Hale,Richardson,Texas,75080,TEC-PH-10004977,Technology,GE 30524EE4,1097.544,7
CA-2013-117590,2013-12-09T00:00:00,2013-12-11T00:00:00,FirstClassShipment,GH-14485,Gene Hale,Richardson,Texas,75080,FUR-FU-10003664,Furniture,"Electrix Architect's Clamp-On Swing Arm Lamp, Black",190.92,5
CA-2012-117415,2012-12-27T00:00:00,2012-12-31T00:00:00,StandardClassShipment,SN-20710,Steve Nguyen,Houston,Texas,77041,OFF-EN-10002986,OfficeSupplies,"#10-4 1/8"" x 9 1/2"" Premium Diagonal Seam Envelopes",113.328,9
CA-2012-117415,2012-12-27T00:00:00,2012-12-31T00:00:00,StandardClassShipment,SN-20710,Steve Nguyen,Houston,Texas,77041,FUR-BO-10002545,Furniture,"Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors",532.3992,3
CA-2012-117415,2012-12-27T00:00:00,2012-12-31T00:00:00,StandardClassShipment,SN-20710,Steve Nguyen,Houston,Texas,77041,FUR-CH-10004218,Furniture,"Global Fabric Manager's Chair, Dark Gray",212.058,3
CA-2012-117415,2012-12-27T00:00:00,2012-12-31T00:00:00,StandardClassShipment,SN-20710,Steve Nguyen,Houston,Texas,77041,TEC-PH-10000486,Technology,Plantronics HL10 Handset Lifter,371.168,4
CA-2014-120999,2014-09-11T00:00:00,2014-09-16T00:00:00,StandardClassShipment,LC-16930,Linda Cazamias,Naperville,Illinois,60540,TEC-PH-10004093,Technology,Panasonic Kx-TS550,147.168,4
CA-2013-101343,2013-07-18T00:00:00,2013-07-23T00:00:00,StandardClassShipment,RA-19885,Ruben Ausman,Los Angeles,California,90049,OFF-ST-10003479,OfficeSupplies,"Eldon Base for stackable storage shelf, platinum",77.88,2
CA-2014-139619,2014-09-20T00:00:00,2014-09-24T00:00:00,StandardClassShipment,ES-14080,Erin Smith,Melbourne,Florida,32935,OFF-ST-10003282,OfficeSupplies,"Advantus 10-Drawer Portable Organizer, Chrome Metal Frame, Smoke Drawers",95.616,2
CA-2013-118255,2013-03-12T00:00:00,2013-03-14T00:00:00,FirstClassShipment,ON-18715,Odella Nelson,Eagan,Minnesota,55122,TEC-AC-10000171,Technology,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 25/Pack",45.98,2
CA-2013-118255,2013-03-12T00:00:00,2013-03-14T00:00:00,FirstClassShipment,ON-18715,Odella Nelson,Eagan,Minnesota,55122,OFF-BI-10003291,OfficeSupplies,Wilson Jones Leather-Like Binders with DublLock Round Rings,17.46,2
CA-2011-146703,2011-10-20T00:00:00,2011-10-25T00:00:00,SecondClassShipment,PO-18865,Patrick O'Donnell,Westland,Michigan,48185,OFF-ST-10001713,OfficeSupplies,"Gould Plastics 9-Pocket Panel Bin, 18-3/8w x 5-1/4d x 20-1/2h, Black",211.96,4
CA-2013-169194,2013-06-21T00:00:00,2013-06-26T00:00:00,StandardClassShipment,LH-16900,Lena Hernandez,Dover,Delaware,19901,TEC-AC-10002167,Technology,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,45,3
CA-2013-169194,2013-06-21T00:00:00,2013-06-26T00:00:00,StandardClassShipment,LH-16900,Lena Hernandez,Dover,Delaware,19901,TEC-PH-10003988,Technology,"LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite",21.8,2
CA-2012-115742,2012-04-18T00:00:00,2012-04-22T00:00:00,StandardClassShipment,DP-13000,Darren Powers,New Albany,Indiana,47150,OFF-BI-10004410,OfficeSupplies,"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",38.22,6
CA-2012-115742,2012-04-18T00:00:00,2012-04-22T00:00:00,StandardClassShipment,DP-13000,Darren Powers,New Albany,Indiana,47150,OFF-LA-10002762,OfficeSupplies,Avery 485,75.18,6
CA-2012-115742,2012-04-18T00:00:00,2012-04-22T00:00:00,StandardClassShipment,DP-13000,Darren Powers,New Albany,Indiana,47150,FUR-FU-10001706,Furniture,Longer-Life Soft White Bulbs,6.16,2
CA-2012-115742,2012-04-18T00:00:00,2012-04-22T00:00:00,StandardClassShipment,DP-13000,Darren Powers,New Albany,Indiana,47150,FUR-CH-10003061,Furniture,"Global Leather Task Chair, Black",89.99,1
CA-2013-105816,2013-12-12T00:00:00,2013-12-18T00:00:00,StandardClassShipment,JM-15265,Janet Molinari,New York City,New York,10024,OFF-FA-10000304,OfficeSupplies,Advantus Push Pins,15.26,7
CA-2013-105816,2013-12-12T00:00:00,2013-12-18T00:00:00,StandardClassShipment,JM-15265,Janet Molinari,New York City,New York,10024,TEC-PH-10002447,Technology,AT&T CL83451 4-Handset Telephone,1029.95,5
CA-2013-111682,2013-06-18T00:00:00,2013-06-19T00:00:00,FirstClassShipment,TB-21055,Ted Butterfield,Troy,New York,12180,OFF-ST-10000604,OfficeSupplies,Home/Office Personal File Carts,208.56,6
CA-2013-111682,2013-06-18T00:00:00,2013-06-19T00:00:00,FirstClassShipment,TB-21055,Ted Butterfield,Troy,New York,12180,OFF-PA-10001569,OfficeSupplies,Xerox 232,32.4,5
CA-2013-111682,2013-06-18T00:00:00,2013-06-19T00:00:00,FirstClassShipment,TB-21055,Ted Butterfield,Troy,New York,12180,FUR-CH-10003968,Furniture,Novimex Turbo Task Chair,319.41,5
CA-2013-111682,2013-06-18T00:00:00,2013-06-19T00:00:00,FirstClassShipment,TB-21055,Ted Butterfield,Troy,New York,12180,OFF-PA-10000587,OfficeSupplies,"Array Parchment Paper, Assorted Colors",14.56,2
CA-2013-111682,2013-06-18T00:00:00,2013-06-19T00:00:00,FirstClassShipment,TB-21055,Ted Butterfield,Troy,New York,12180,TEC-AC-10002167,Technology,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,30,2
CA-2013-111682,2013-06-18T00:00:00,2013-06-19T00:00:00,FirstClassShipment,TB-21055,Ted Butterfield,Troy,New York,12180,OFF-BI-10001460,OfficeSupplies,Plastic Binding Combs,48.48,4
CA-2013-111682,2013-06-18T00:00:00,2013-06-19T00:00:00,FirstClassShipment,TB-21055,Ted Butterfield,Troy,New York,12180,OFF-AR-10001868,OfficeSupplies,Prang Dustless Chalk Sticks,1.68,1
CA-2012-135545,2012-11-24T00:00:00,2012-11-30T00:00:00,StandardClassShipment,KM-16720,Kunst Miller,Los Angeles,California,90004,TEC-AC-10004633,Technology,"Verbatim 25 GB 6x Blu-ray Single Layer Recordable Disc, 3/Pack",13.98,2
CA-2012-135545,2012-11-24T00:00:00,2012-11-30T00:00:00,StandardClassShipment,KM-16720,Kunst Miller,Los Angeles,California,90004,OFF-BI-10001078,OfficeSupplies,"Acco PRESSTEX Data Binder with Storage Hooks, Dark Blue, 14 7/8"" X 11""",25.824,6
CA-2012-135545,2012-11-24T00:00:00,2012-11-30T00:00:00,StandardClassShipment,KM-16720,Kunst Miller,Los Angeles,California,90004,OFF-PA-10003892,OfficeSupplies,Xerox 1943,146.73,3
CA-2012-135545,2012-11-24T00:00:00,2012-11-30T00:00:00,StandardClassShipment,KM-16720,Kunst Miller,Los Angeles,California,90004,FUR-FU-10000397,Furniture,Luxo Economy Swing Arm Lamp,79.76,4
US-2012-164175,2012-04-30T00:00:00,2012-05-05T00:00:00,StandardClassShipment,PS-18970,Paul Stevenson,Chicago,Illinois,60610,FUR-CH-10001146,Furniture,"Global Value Mid-Back Manager's Chair, Gray",213.115,5
CA-2011-106376,2011-12-05T00:00:00,2011-12-10T00:00:00,StandardClassShipment,BS-11590,Brendan Sweed,Gilbert,Arizona,85234,OFF-AR-10002671,OfficeSupplies,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",1113.024,8
CA-2011-106376,2011-12-05T00:00:00,2011-12-10T00:00:00,StandardClassShipment,BS-11590,Brendan Sweed,Gilbert,Arizona,85234,TEC-PH-10002726,Technology,netTALK DUO VoIP Telephone Service,167.968,4
CA-2013-119823,2013-06-05T00:00:00,2013-06-07T00:00:00,FirstClassShipment,KD-16270,Karen Daniels,Springfield,Virginia,22153,OFF-PA-10000482,OfficeSupplies,"Snap-A-Way Black Print Carbonless Ruled Speed Letter, Triplicate",75.88,2
CA-2013-106075,2013-09-19T00:00:00,2013-09-24T00:00:00,StandardClassShipment,HM-14980,Henry MacAllister,New York City,New York,10009,OFF-BI-10004654,OfficeSupplies,Avery Binding System Hidden Tab Executive Style Index Sets,4.616,1
CA-2014-114440,2014-09-15T00:00:00,2014-09-18T00:00:00,SecondClassShipment,TB-21520,Tracy Blumstein,Jackson,Michigan,49201,OFF-PA-10004675,OfficeSupplies,"Telephone Message Books with Fax/Mobile Section, 5 1/2"" x 3 3/16""",19.05,3
US-2012-134026,2012-04-26T00:00:00,2012-05-02T00:00:00,StandardClassShipment,JE-15745,Joel Eaton,Memphis,Tennessee,38109,FUR-CH-10000513,Furniture,High-Back Leather Manager's Chair,831.936,8
US-2012-134026,2012-04-26T00:00:00,2012-05-02T00:00:00,StandardClassShipment,JE-15745,Joel Eaton,Memphis,Tennessee,38109,FUR-FU-10003708,Furniture,"Tenex Traditional Chairmats for Medium Pile Carpet, Standard Lip, 36"" x 48""",97.04,2
US-2012-134026,2012-04-26T00:00:00,2012-05-02T00:00:00,StandardClassShipment,JE-15745,Joel Eaton,Memphis,Tennessee,38109,OFF-ST-10004123,OfficeSupplies,Safco Industrial Wire Shelving System,72.784,1
US-2014-118038,2014-12-10T00:00:00,2014-12-12T00:00:00,FirstClassShipment,KB-16600,Ken Brennan,Houston,Texas,77041,OFF-BI-10004182,OfficeSupplies,Economy Binders,1.248,3
US-2014-118038,2014-12-10T00:00:00,2014-12-12T00:00:00,FirstClassShipment,KB-16600,Ken Brennan,Houston,Texas,77041,FUR-FU-10000260,Furniture,"6"" Cubicle Wall Clock, Black",9.708,3
US-2014-118038,2014-12-10T00:00:00,2014-12-12T00:00:00,FirstClassShipment,KB-16600,Ken Brennan,Houston,Texas,77041,OFF-ST-10000615,OfficeSupplies,"SimpliFile Personal File, Black Granite, 15w x 6-15/16d x 11-1/4h",27.24,3
US-2011-147606,2011-11-26T00:00:00,2011-12-01T00:00:00,SecondClassShipment,JE-15745,Joel Eaton,Houston,Texas,77070,FUR-FU-10003194,Furniture,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",19.3,5
CA-2013-127208,2013-06-13T00:00:00,2013-06-16T00:00:00,FirstClassShipment,SC-20770,Stewart Carmichael,Decatur,Alabama,35601,OFF-AP-10002118,OfficeSupplies,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",208.16,1
CA-2013-127208,2013-06-13T00:00:00,2013-06-16T00:00:00,FirstClassShipment,SC-20770,Stewart Carmichael,Decatur,Alabama,35601,OFF-BI-10002309,OfficeSupplies,Avery Heavy-Duty EZD  Binder With Locking Rings,16.74,3
CA-2011-139451,2011-10-12T00:00:00,2011-10-16T00:00:00,StandardClassShipment,DN-13690,Duane Noonan,San Francisco,California,94122,OFF-AR-10002053,OfficeSupplies,"Premium Writing Pencils, Soft, #2 by Central Association for the Blind",14.9,5
CA-2011-139451,2011-10-12T00:00:00,2011-10-16T00:00:00,StandardClassShipment,DN-13690,Duane Noonan,San Francisco,California,94122,OFF-ST-10002370,OfficeSupplies,"Sortfiler Multipurpose Personal File Organizer, Black",21.39,1
CA-2012-149734,2012-09-03T00:00:00,2012-09-08T00:00:00,StandardClassShipment,JC-16105,Julie Creighton,Durham,North Carolina,27707,OFF-EN-10000927,OfficeSupplies,Jet-Pak Recycled Peel 'N' Seal Padded Mailers,200.984,7
US-2014-119662,2014-11-14T00:00:00,2014-11-17T00:00:00,FirstClassShipment,CS-12400,Christopher Schild,Chicago,Illinois,60623,OFF-ST-10003656,OfficeSupplies,Safco Industrial Wire Shelving,230.376,3
CA-2014-140088,2014-05-29T00:00:00,2014-05-31T00:00:00,SecondClassShipment,PO-18865,Patrick O'Donnell,Columbia,South Carolina,29203,FUR-CH-10000863,Furniture,Novimex Swivel Fabric Task Chair,301.96,2
CA-2014-155558,2014-10-27T00:00:00,2014-11-03T00:00:00,StandardClassShipment,PG-18895,Paul Gonzalez,Rochester,Minnesota,55901,TEC-AC-10001998,Technology,Logitech LS21 Speaker System - PC Multimedia - 2.1-CH - Wired,19.99,1
CA-2014-155558,2014-10-27T00:00:00,2014-11-03T00:00:00,StandardClassShipment,PG-18895,Paul Gonzalez,Rochester,Minnesota,55901,OFF-LA-10000134,OfficeSupplies,Avery 511,6.16,2
CA-2013-159695,2013-04-06T00:00:00,2013-04-11T00:00:00,SecondClassShipment,GM-14455,Gary Mitchum,Houston,Texas,77095,OFF-ST-10003442,OfficeSupplies,Eldon Portable Mobile Manager,158.368,7
CA-2013-109806,2013-09-18T00:00:00,2013-09-23T00:00:00,StandardClassShipment,JS-15685,Jim Sink,Los Angeles,California,90036,OFF-AR-10004930,OfficeSupplies,Turquoise Lead Holder with Pocket Clip,20.1,3
CA-2013-109806,2013-09-18T00:00:00,2013-09-23T00:00:00,StandardClassShipment,JS-15685,Jim Sink,Los Angeles,California,90036,TEC-PH-10004093,Technology,Panasonic Kx-TS550,73.584,2
CA-2013-109806,2013-09-18T00:00:00,2013-09-23T00:00:00,StandardClassShipment,JS-15685,Jim Sink,Los Angeles,California,90036,OFF-PA-10000304,OfficeSupplies,Xerox 1995,6.48,1
CA-2012-149587,2012-01-31T00:00:00,2012-02-05T00:00:00,SecondClassShipment,KB-16315,Karl Braun,Minneapolis,Minnesota,55407,OFF-PA-10003177,OfficeSupplies,Xerox 1999,12.96,2
CA-2012-149587,2012-01-31T00:00:00,2012-02-05T00:00:00,SecondClassShipment,KB-16315,Karl Braun,Minneapolis,Minnesota,55407,FUR-FU-10003799,Furniture,"Seth Thomas 13 1/2"" Wall Clock",53.34,3
CA-2012-149587,2012-01-31T00:00:00,2012-02-05T00:00:00,SecondClassShipment,KB-16315,Karl Braun,Minneapolis,Minnesota,55407,OFF-BI-10002852,OfficeSupplies,Ibico Standard Transparent Covers,32.96,2
US-2014-109484,2014-11-07T00:00:00,2014-11-13T00:00:00,StandardClassShipment,RB-19705,Roger Barcio,Portland,Oregon,97206,OFF-BI-10004738,OfficeSupplies,Flexible Leather- Look Classic Collection Ring Binder,5.682,1
CA-2014-161018,2014-11-10T00:00:00,2014-11-12T00:00:00,SecondClassShipment,PN-18775,Parhena Norris,New York City,New York,10009,FUR-FU-10000629,Furniture,9-3/4 Diameter Round Wall Clock,96.53,7
CA-2014-157833,2014-06-18T00:00:00,2014-06-21T00:00:00,FirstClassShipment,KD-16345,Katherine Ducich,San Francisco,California,94122,OFF-BI-10001721,OfficeSupplies,Trimflex Flexible Post Binders,51.312,3
CA-2013-149223,2013-09-07T00:00:00,2013-09-12T00:00:00,StandardClassShipment,ER-13855,Elpida Rittenbach,Saint Paul,Minnesota,55106,OFF-AP-10000358,OfficeSupplies,Fellowes Basic Home/Office Series Surge Protectors,77.88,6
CA-2013-158568,2013-08-30T00:00:00,2013-09-03T00:00:00,StandardClassShipment,RB-19465,Rick Bensley,Chicago,Illinois,60610,OFF-PA-10003256,OfficeSupplies,Avery Personal Creations Heavyweight Cards,64.624,7
CA-2013-158568,2013-08-30T00:00:00,2013-09-03T00:00:00,StandardClassShipment,RB-19465,Rick Bensley,Chicago,Illinois,60610,TEC-AC-10001767,Technology,SanDisk Ultra 64 GB MicroSDHC Class 10 Memory Card,95.976,3
CA-2013-158568,2013-08-30T00:00:00,2013-09-03T00:00:00,StandardClassShipment,RB-19465,Rick Bensley,Chicago,Illinois,60610,OFF-BI-10002609,OfficeSupplies,Avery Hidden Tab Dividers for Binding Systems,1.788,3
CA-2013-129903,2013-12-02T00:00:00,2013-12-05T00:00:00,SecondClassShipment,GZ-14470,Gary Zandusky,Rochester,Minnesota,55901,OFF-PA-10004040,OfficeSupplies,Universal Premium White Copier/Laser Paper (20Lb. and 87 Bright),23.92,4
US-2012-156867,2012-11-13T00:00:00,2012-11-17T00:00:00,StandardClassShipment,LC-16870,Lena Cacioppo,Aurora,Colorado,80013,TEC-AC-10001552,Technology,Logitech K350 2.4Ghz Wireless Keyboard,238.896,6
US-2012-156867,2012-11-13T00:00:00,2012-11-17T00:00:00,StandardClassShipment,LC-16870,Lena Cacioppo,Aurora,Colorado,80013,FUR-FU-10004006,Furniture,"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting",102.36,3
US-2012-156867,2012-11-13T00:00:00,2012-11-17T00:00:00,StandardClassShipment,LC-16870,Lena Cacioppo,Aurora,Colorado,80013,OFF-BI-10002794,OfficeSupplies,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",36.882,3
CA-2014-119004,2014-11-24T00:00:00,2014-11-29T00:00:00,StandardClassShipment,JM-15250,Janet Martin,Charlotte,North Carolina,28205,TEC-AC-10003499,Technology,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,74.112,8
CA-2014-119004,2014-11-24T00:00:00,2014-11-29T00:00:00,StandardClassShipment,JM-15250,Janet Martin,Charlotte,North Carolina,28205,TEC-PH-10002844,Technology,Speck Products Candyshell Flip Case,27.992,1
CA-2014-119004,2014-11-24T00:00:00,2014-11-29T00:00:00,StandardClassShipment,JM-15250,Janet Martin,Charlotte,North Carolina,28205,OFF-AR-10000390,OfficeSupplies,Newell Chalk Holder,3.304,1
CA-2012-129476,2012-10-15T00:00:00,2012-10-20T00:00:00,StandardClassShipment,PA-19060,Pete Armstrong,Orland Park,Illinois,60462,TEC-AC-10000844,Technology,Logitech Gaming G510s - Keyboard,339.96,5
CA-2014-146780,2014-12-26T00:00:00,2014-12-31T00:00:00,StandardClassShipment,CV-12805,Cynthia Voltz,New York City,New York,10035,FUR-FU-10001934,Furniture,Magnifier Swing Arm Lamp,41.96,2
CA-2013-128867,2013-11-04T00:00:00,2013-11-11T00:00:00,StandardClassShipment,CL-12565,Clay Ludtke,Urbandale,Iowa,50322,OFF-AR-10000380,OfficeSupplies,"Hunt PowerHouse Electric Pencil Sharpener, Blue",75.96,2
CA-2013-128867,2013-11-04T00:00:00,2013-11-11T00:00:00,StandardClassShipment,CL-12565,Clay Ludtke,Urbandale,Iowa,50322,OFF-BI-10003981,OfficeSupplies,"Avery Durable Plastic 1"" Binders",27.24,6
CA-2011-115259,2011-08-25T00:00:00,2011-08-27T00:00:00,SecondClassShipment,RC-19960,Ryan Crowe,Columbus,Ohio,43229,OFF-FA-10000621,OfficeSupplies,"OIC Colored Binder Clips, Assorted Sizes",40.096,14
CA-2011-115259,2011-08-25T00:00:00,2011-08-27T00:00:00,SecondClassShipment,RC-19960,Ryan Crowe,Columbus,Ohio,43229,OFF-EN-10002600,OfficeSupplies,"Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2",4.72,2
CA-2011-115259,2011-08-25T00:00:00,2011-08-27T00:00:00,SecondClassShipment,RC-19960,Ryan Crowe,Columbus,Ohio,43229,OFF-PA-10004965,OfficeSupplies,Xerox 1921,23.976,3
